       116	         1	        82
       274	        82	         0
      6504	        82	         1
      8942	        83	         1
     11843	        99	        99
     12441	        81	         3
     14167	        80	         3
     15855	        97	        97
     17499	         3	        82
     20627	        82	         0
     28658	        83	         1
     28991	        99	        99
     33113	        99	        99
     36378	        82	         1
     37599	         3	        81
     43483	        97	        97
     48400	        96	        96
     53750	        82	         0
     57165	         1	        83
     58209	         1	        80
     58815	        82	         0
     64395	        98	        98
     74754	         0	        83
     76992	        81	         0
     78094	        97	        97
     78097	         2	        81
     79368	        96	        96
     80439	        82	         1
     83300	         1	        82
     86739	         1	        82
     87707	         1	        83
     89821	        82	         0
     91181	        97	        97
     91284	        83	         1
     93618	        97	        97
     95859	        97	        97
    106135	         0	        81
    109209	         1	        83
    111214	         3	        82
    117939	         1	        82
    118075	         3	        82
    119865	        98	        98
    121224	        80	         3
    128682	         2	        80
    132466	         3	        81
    134242	         3	        80
    143872	         2	        80
    150404	        99	        99
    151918	         2	        80
    154171	         2	        81
    165956	        83	         0
    168151	         2	        83
    168650	        82	         0
    168671	         1	        83
    170711	        98	        98
    181581	         3	        80
    183258	         1	        82
    183896	         3	        81
    189916	         3	        80
    191130	        83	         2
    191735	         1	        80
    196370	        98	        98
    196724	         2	        80
    200219	        98	        98
    201949	        99	        99
    204772	         0	        83
    205826	        83	         1
    207423	        82	         0
    209087	        97	        97
    211784	         0	        81
    217921	         2	        83
    218500	        82	         0
    220836	         1	        83
    225615	        81	         0
    227830	         0	        83
    236337	        82	         0
    236544	        82	         0
    240092	         3	        80
    241294	        97	        97
    242094	        98	        98
    249948	        81	         0
    251298	        98	        98
    253892	        97	        97
    254402	        82	         1
    257837	        98	        98
    260913	         3	        80
    260996	        96	        96
    263175	        80	         3
    263844	        99	        99
    266531	        80	         2
    267097	        81	         0
    268302	        99	        99
    272345	         3	        80
    273110	        99	        99
    274520	         3	        82
    275381	         1	        80
    277540	        83	         2
    280434	        97	        97
    281893	         3	        82
    282355	        83	         0
    285362	        80	         1
    285772	        83	         0
    287830	         0	        81
    292402	        82	         0
    298301	        80	         3
    298723	        80	         3
    299484	        98	        98
    300083	         0	        83
    301144	        83	         1
    304455	        99	        99
    305014	        82	         0
    307779	        99	        99
    310226	        81	         2
    311299	        96	        96
    316718	        99	        99
    317208	        99	        99
    325952	        80	         1
    328368	        97	        97
    329263	        80	         2
    331267	        97	        97
    334034	         3	        81
    334179	        96	        96
    334594	         2	        81
    335805	         1	        80
    337001	        99	        99
    341388	         0	        83
    344374	        82	         3
    348852	        81	         2
    351335	        97	        97
    352958	        82	         3
    353253	        99	        99
